,Gender,10percentage,12graduation,12percentage,CollegeTier,collegeGPA,CollegeCityTier,GraduationYear,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Degree_B.Tech/B.E.,Degree_M.Sc. (Tech.),Degree_M.Tech./M.E.,Degree_MCA,Salary
200,1,91.4,2007,86,1,90.24,0,2013,655,625,675,0.974396113,-1.0355,0.9688,-1.0697,0.1798,-0.6035,0,0,1,0,440000
201,1,83.89,2009,67,2,80.07,0,2014,440,590,585,0.436962648,1.9953,0.0459,0.7785,-2.136,0.4805,1,0,0,0,200000
202,1,81.2,2008,65.2,2,68.96,0,2013,570,530,525,0.622642916,-0.8772,-0.9531,-0.6048,0.3995,-1.6273,1,0,0,0,115000
203,1,76.7,2006,83.1,2,79.3,0,2010,475,395,435,0.130441736,-0.2628,-0.2793,-1.2148,0.8848,-0.2875,1,0,0,0,180000
205,1,80.6,2010,80.6,2,70.3,1,2014,475,460,570,0.992259189,-2.0262,-0.7866,0.01,-0.2344,-1.0524,1,0,0,0,325000
206,1,85,2010,87,1,87.8,1,2014,730,610,695,0.976292561,-0.0154,0.2124,-0.1437,-0.7415,0.6721,1,0,0,0,450000
207,1,82,2008,70.16,2,85.8,0,2012,415,245,485,0.563267824,-2.1175,-2.9314,-2.2308,-0.8778,-3.9605,1,0,0,0,360000
208,1,91,2007,90.91,2,83.2,0,2011,565,515,575,0.229481755,0.6646,1.1248,1.5428,-0.4078,0.3444,1,0,0,0,450000
209,0,87,2009,84.7,2,76.67,1,2013,360,435,295,0.190153406,1.4208,0.8784,0.7785,-0.1076,0.8637,1,0,0,0,300000
210,1,69,2004,69,2,67.8,0,2010,505,455,655,0.985461394,-3.1994,-1.2153,-0.9245,-0.5253,-0.1295,1,0,0,0,310000
211,1,74.4,2005,74.4,2,69.11,0,2010,585,415,505,0.535862819,-0.1082,1.1248,-0.1988,0.0623,0.3444,1,0,0,0,350000
212,1,79.28,2008,68.55,2,79.75,0,2013,615,640,545,0.909151943,1.1336,1.2114,-1.527,-0.995,0.8637,1,0,0,0,240000
213,1,84.96,2008,59.16,2,68.22,1,2012,465,565,535,0.704090412,-1.3447,0.3448,-0.6343,1.0024,-0.0506,1,0,0,0,445000
214,1,89.5,2010,78.83,1,73,0,2014,455,485,605,0.863724178,-2.7443,0.2124,-1.527,1.1601,-0.2859,1,0,0,0,300000
215,0,92.8,2006,83,2,86.7,0,2012,375,435,425,0.735795709,-0.881,-0.7473,-0.6343,-0.29027,-0.5245,0,0,0,1,300000
216,0,79.4,2009,67,2,63.5,0,2013,510,570,430,0.694479328,0.99,1.5444,0.3174,0.7798,0.6721,1,0,0,0,225000
217,1,83,2006,65,2,65.6,1,2012,415,365,515,0.074546265,0.2009,-0.2793,0.672,1.8249,-0.0506,1,0,0,0,170000
218,1,66.8,2009,59.9,2,65.4,0,2013,265,520,370,0.694479328,-1.4606,-0.2793,-0.9245,1.0611,-0.7615,1,0,0,0,110000
219,1,79.8,2008,75.6,2,61.9,0,2012,405,620,620,0.376059587,1.1336,1.0449,0.4711,-0.4879,0.2889,1,0,0,0,510000
220,0,88,2009,87.8,1,76.3,1,2013,660,495,590,0.824666401,0.2718,0.3789,0.3174,-0.1076,0.2889,1,0,0,0,120000
221,0,87,2008,72,2,77,0,2012,485,630,635,0.985461394,0.8578,0.6568,-0.1988,-0.7015,0.1864,1,0,0,0,425000
222,1,77,2007,67,2,68.3,0,2011,335,465,305,0.413838256,0.6646,1.2808,1.9782,2.6475,1.2923,1,0,0,0,100000
223,0,87.4,2009,87,2,82.73,0,2013,510,525,605,0.884122512,-1.1901,-0.9033,-0.4891,0.7673,-0.7615,1,0,0,0,370000
224,0,80,2010,79.2,2,71.4,0,2014,395,420,270,0.486747008,0.5591,0.7119,1.2396,-0.7415,-0.2859,1,0,0,0,240000
225,1,71,2008,75,2,81.02,1,2012,575,455,605,0.538386893,-0.7264,-0.9033,-0.4891,-0.1727,-1.3539,1,0,0,0,500000
226,1,65.3,2006,68.4,2,70.32,0,2011,405,565,535,0.81941653,-0.1082,-0.5913,-0.4891,-1.1128,-1.8673,1,0,0,0,230000
227,1,94.6,2006,83,1,84,0,2011,695,625,725,0.995464719,-1.1901,0.3448,-1.9405,-0.7603,0.0284,1,0,0,0,550000
228,0,75,2006,68,2,71.72,0,2011,445,475,515,0.735795709,-1.0355,-0.9033,-0.1988,-0.5253,0.5024,1,0,0,0,415000
229,1,83.33,2010,80.3,1,76,0,2014,720,580,645,0.725984148,1.2772,1.2114,1.3933,-2.0092,-0.0943,1,0,0,0,320000
230,1,82.6,2010,81.4,1,80.22,1,2014,640,570,840,0.783303537,0.2718,-0.1206,-0.7585,-0.8682,-1.6273,1,0,0,0,350000
231,1,80.83,2009,82.1,2,71.4,0,2013,370,475,650,0.793580615,0.8463,0.3789,1.2396,1.1601,0.6721,1,0,0,0,310000
232,0,67.23,2009,65.5,2,61,0,2013,385,420,370,0.843123727,1.4208,0.3789,0.3174,-0.4879,0.0973,1,0,0,0,100000
233,0,86.2,2010,84.3,2,72.6,1,2014,535,590,430,0.338786347,1.2772,-0.2871,-0.2974,-1.6289,0.0973,1,0,0,0,300000
234,1,55,2005,68,2,59,0,2012,475,415,435,0.486747008,-0.7651,0.0328,0.0914,1.4136,0.0284,1,0,0,0,180000
235,0,74,2007,60,2,71.88,0,2012,415,535,485,0.450876584,-0.5719,0.1888,0.2366,0.2973,-0.2875,1,0,0,0,120000
236,1,86.62,2009,62.2,2,65.01,0,2013,420,545,380,0.493596387,0.5591,-0.2871,0.1637,-1.1218,0.6721,1,0,0,0,100000
237,1,69.13,2007,64.4,2,76.3,1,2012,365,355,555,0.488347977,-0.2628,-0.5523,-0.2714,0.29733,-0.2875,1,0,0,0,220000
238,1,89.12,2009,68,2,74,1,2013,465,545,520,0.744758354,0.4155,-0.7866,-0.6048,-1.8824,-2.3937,1,0,0,0,300000
239,1,91.6,2008,91.6,2,73.7,0,2012,495,545,565,0.735795709,-0.7264,-0.7473,-0.0537,-0.1727,-0.8799,1,0,0,0,410000
240,0,87.5,2008,95.3,2,80.95,1,2012,425,465,535,0.538386893,0.3941,0.6568,-1.0697,0.0917,0.3444,1,0,0,0,100000
241,1,73,2009,69,2,65.5,0,2014,465,480,415,0.622642916,0.1282,-0.1206,0.3174,0.653,-0.6692,1,0,0,0,180000
242,1,66.4,2006,69.8,2,66.33,1,2010,595,545,575,0.910770164,-0.4173,-0.7473,-2.2308,0.6498,0.0284,1,0,0,0,445000
243,0,80.33,2008,86.9,2,71.02,0,2012,365,515,375,0.884122512,0.51,0.6178,-0.2714,-0.8778,0.0284,1,0,0,0,265000
244,1,75.2,2006,73.4,2,72.4,0,2011,505,575,615,0.735795709,-1.9629,-1.0593,-0.7794,0.7673,-0.6035,1,0,0,0,215000
245,1,50.6,2009,56.9,2,60.01,1,2014,350,335,400,0.23780284,-0.0154,0.2124,-0.1437,-1.2486,1.247,1,0,0,0,285000
246,1,81.1,2010,86.7,2,70.51,1,2014,500,350,320,0.635978756,1.5644,0.8784,0.7785,-1.5021,0.6721,1,0,0,0,300000
247,1,60.14,2008,60,2,77,0,2014,455,485,510,0.622642916,-0.159,0.0459,0.3174,-1.2486,1.0554,1,0,0,0,275000
248,0,84.6,2009,64.7,2,73,0,2013,475,595,470,0.81941653,1.4208,0.7119,-0.4511,-0.995,0.8637,1,0,0,0,265000
249,1,78.83,2008,80.5,1,69.1,0,2013,595,520,605,0.649389715,-0.4463,0.5454,1.3933,-0.7415,0.8637,1,0,0,0,300000
250,1,78,2007,69,2,69,1,2011,415,605,635,0.864685413,-0.1082,0.6568,0.5269,-0.2902,0.9763,1,0,0,0,300000
251,1,75.8,2008,61.6,2,65,0,2012,395,500,605,0.765673581,0.8192,0.9688,1.2525,0.0623,-0.0506,1,0,0,0,325000
252,1,77.66,2009,90.7,2,69.5,1,2013,580,580,560,0.23780284,-2.1698,-0.1206,0.3174,-0.4879,0.0973,1,0,0,0,170000
253,1,86,2007,81,2,72,0,2010,515,345,615,0.229481755,-1.8083,0.0328,-2.2308,-0.7603,-0.9194,1,0,0,0,220000
254,0,78,2009,78,2,66,0,2013,405,410,340,0.308400583,-0.7335,0.3789,0.9322,1.794,0.8637,1,0,0,0,215000
255,1,71,2008,63,2,79.9,1,2013,395,510,590,0.661834476,0.5591,0.2124,0.7785,0.5262,-1.6273,1,0,0,0,180000
256,1,64.48,2008,57,2,68.23,1,2012,335,575,425,0.864685413,0.51,0.6568,0.2366,-1.4653,-0.0506,1,0,0,0,95000
257,1,81,2009,66,2,66,1,2013,580,555,465,0.622642916,1.2772,0.0459,1.2396,-1.5021,1.247,1,0,0,0,245000
258,1,62,2005,62,2,63,0,2011,475,395,415,0.190153406,0.0464,1.1248,0.0914,-0.8778,-0.1295,1,0,0,0,350000
259,1,67,2006,61,2,68.23,0,2012,565,515,415,0.968237496,-0.3014,0.5008,-0.9245,0.7967,-0.4455,0,0,0,1,420000
260,1,85.3,2008,92.6,2,69.43,0,2012,645,635,695,0.930370607,0.3555,0.1888,-0.6343,2.2949,-0.9984,1,0,0,0,370000
261,1,75.6,2006,78.6,2,73.86,0,2011,375,465,565,0.793580615,1.592,0.9688,1.2525,-1.3478,-0.1295,1,0,0,0,425000
262,0,91,2008,80,2,76,1,2012,535,475,415,0.538386893,-0.5719,-0.1232,0.3817,-0.5253,0.5419,1,0,0,0,235000
263,1,81.2,2010,71,2,81,0,2014,545,680,485,0.112139438,-0.3027,-0.7866,0.01,-0.4879,-1.0524,1,0,0,0,300000
264,0,85.28,2010,71.5,2,74.98,0,2014,615,525,635,0.112139438,0.5591,-0.2871,0.01,0.653,-4.5015,1,0,0,0,325000
265,1,71.5,2008,70.4,2,78.44,0,2013,580,520,720,0.901489571,0.5591,0.5454,1.2396,0.1459,0.8637,1,0,0,0,120000
266,1,86.8,2008,77.2,2,77.2,0,2012,345,445,325,0.124502074,-0.9969,-0.7473,-0.344,-0.2609,-2.1833,1,0,0,0,330000
267,1,93.6,2009,89.5,2,74.9,0,2013,465,460,515,0.661834476,1.5644,0.8784,1.2396,0.0192,0.0973,1,0,0,0,180000
269,0,85,2011,75,2,78.4,0,2015,650,520,560,0.953899775,1.1336,1.0449,0.9322,-0.6147,0.6721,1,0,0,0,350000
270,1,83,2008,80.1,2,77.5,1,2012,465,545,415,0.910770164,0.1623,0.3448,-0.344,0.0035,-0.1295,1,0,0,0,395000
271,1,78.8,2010,68,2,67,0,2014,465,555,390,0.622642916,-1.0208,-0.1206,0.4711,-0.6147,-1.0524,1,0,0,0,95000
272,0,74,2006,65,2,72,1,2011,325,345,445,0.735795709,-0.881,0.5008,0.3817,1.5899,1.1343,1,0,0,0,360000
273,1,71,2008,70,2,68.8,0,2014,425,435,595,0.622642916,-0.4173,0.8518,0.926,-0.05527,0.0284,1,0,0,0,325000
274,1,76,2009,78,2,70.6,0,2014,730,570,665,0.661834476,-0.5899,-0.7866,1.0859,-0.1076,-0.4776,1,0,0,0,320000
275,1,88.6,2010,92,2,73,0,2014,875,510,500,0.744758354,-0.0154,0.3789,0.1637,0.0192,0.2889,1,0,0,0,305000
276,0,80,2008,83,2,80.67,0,2012,534,515,485,0.765673581,1.592,0.9688,0.4906,2.1774,-0.1295,1,0,0,0,420000
277,1,64,2009,54.4,2,60,0,2013,430,485,265,0.635978756,-0.3027,-0.2871,-0.7585,0.7798,-2.3415,1,0,0,0,115000
278,1,80,2010,62,2,61,0,2014,490,530,520,0.842248322,-0.7335,0.3789,0.1637,0.1459,-1.0524,1,0,0,0,105000
279,1,86.6,2009,80.9,2,76.6,1,2013,570,510,635,0.884122512,0.99,1.5444,-0.1437,-1.7556,0.8637,1,0,0,0,350000
280,1,82.16,2008,84.8,2,87.8,0,2012,475,545,625,0.952245573,-1.0355,0.6568,0.3817,0.5323,0.5419,1,0,0,0,425000
281,1,77.65,2008,69.45,2,76,0,2012,380,485,530,0.735795709,-1.0355,0.1888,-0.4891,1.4297,-0.2875,1,0,0,0,110000
282,1,84,2009,93.4,2,81,1,2013,685,610,590,0.88162007,0.8463,0.8784,1.0859,-0.4879,0.6721,1,0,0,0,350000
283,1,56.5,2006,56.8,1,79.29,1,2013,370,525,545,0.960903087,-0.7335,-0.9531,-1.6807,0.3995,-1.0524,0,0,0,1,100000
284,1,79.83,2010,91.5,2,71.52,1,2014,615,470,455,0.486747008,-0.0154,0.5454,0.4711,-0.1076,0.2889,1,0,0,0,305000
285,1,82,2008,60,2,80,0,2012,585,525,475,0.735795709,-0.1082,0.3448,-0.9245,-0.7603,-0.7615,1,0,0,0,320000
286,1,87,2009,70,2,62,0,2013,710,555,570,0.622642916,-0.5899,-0.7866,-0.9122,0.2727,-0.4776,1,0,0,0,300000
287,1,88.2,2006,90.67,2,83.93,0,2012,415,620,750,0.704090412,-0.0154,0.8784,1.2396,-0.3612,0.8637,1,0,0,0,250000
289,1,57,2010,64.5,2,65,0,2014,440,435,210,0.3423149,1.1336,0.0459,1.2396,0.5262,-0.2859,1,0,0,0,110000
290,1,89.42,2009,81.2,2,71.26,0,2014,650,555,705,0.81941653,-0.8772,0.2124,-1.527,0.1459,-1.244,1,0,0,0,560000
291,1,92.5,2009,96.1,2,78,0,2013,465,605,650,0.783303537,-0.159,-1.7856,-0.9122,0.1459,-2.3937,1,0,0,0,390000
292,1,72.8,2008,62.8,2,70,0,2012,535,535,464,0.308400583,-0.0696,0.9688,0.0914,-0.78967,0.9763,1,0,0,0,420000
293,1,62,2005,61,1,72,0,2012,575,575,404,0.486747008,0.99,0.8784,0.7785,-0.7415,0.2889,0,0,1,0,360000
294,0,84.5,2008,94.1,2,70.95,1,2012,485,445,575,0.413838256,-0.4173,0.1888,0.5269,-1.1422,0.0284,1,0,0,0,400000
295,1,86.3,2009,89.7,2,71,0,2013,360,460,430,0.744758354,0.99,-0.6201,-0.4511,-2.0092,0.0973,1,0,0,0,240000
296,0,88,2011,85,1,68,1,2015,615,605,595,0.525922584,-2.1698,0.3789,-0.6048,2.301,-0.8608,1,0,0,0,700000
297,1,81,2009,86,2,74.15,0,2014,520,625,630,0.978799293,-1.0208,-0.2871,0.6248,-0.995,-0.4776,1,0,0,0,300000
298,1,79.4,2010,80.4,1,71,0,2014,545,505,595,0.864685413,-0.159,-1.9521,-0.7585,-0.7415,-2.2021,1,0,0,0,320000
299,1,77.5,2006,78.6,2,82.2,1,2010,655,554,495,0.930370607,-0.7264,0.3448,-1.2148,-0.1727,0.1864,1,0,0,0,200000
300,1,73,2008,74,2,69.2,1,2012,415,635,455,0.793580615,-0.7264,-0.4353,-1.2148,0.1798,-0.643,1,0,0,0,310000
301,1,84.4,2009,76,2,63,1,2013,430,595,545,0.977066467,0.8463,0.2124,0.4711,-0.3612,-0.0943,1,0,0,0,185000
302,0,73,2007,66,2,66,0,2011,465,415,425,0.670743151,0.3555,0.6568,0.0914,-0.1727,0.3444,1,0,0,0,105000
303,1,88.6,2009,91.2,1,77,0,2013,565,605,675,0.824666401,-0.3027,0.5454,-0.7585,-0.4879,-0.6692,1,0,0,0,395000
304,1,70,2008,73.8,2,79.12,0,2012,515,555,554,0.864685413,-1.4992,0.3448,-2.3759,-0.9953,-0.2875,1,0,0,0,305000
305,1,71.2,2009,61.6,2,74.26,0,2013,465,475,515,0.824666401,-0.159,-0.4536,0.01,-0.8682,0.4805,1,0,0,0,160000
306,1,80,2005,75,2,71.56,0,2011,375,495,445,0.376059587,0.51,0.3448,0.2075,0.9169,0.0284,1,0,0,0,350000
307,1,80.2,2008,63,2,88.2,1,2012,454,435,425,0.525922584,-0.0696,0.5008,-1.0697,-0.52527,-1.3934,1,0,0,0,305000
308,1,73.6,2009,78.3,1,74.4,1,2014,605,570,620,0.338786347,-1.308,-0.1206,-0.1437,0.2727,1.0554,1,0,0,0,325000
309,1,88.6,2008,56,2,67.35,1,2012,465,535,545,0.124502074,-0.8772,-0.2871,0.1637,-0.3612,0.4805,1,0,0,0,200000
310,0,70,2007,65,2,78,1,2012,495,545,445,0.864685413,0.8192,-0.9033,-1.3599,-0.87777,-0.6035,1,0,0,0,470000
311,0,87,2008,96.6,2,80.14,0,2012,415,425,675,0.0587928,1.592,1.5538,-1.5776,-0.8778,-0.9194,1,0,0,0,325000
313,1,85,2009,85,2,65.25,0,2014,450,525,515,0.622642916,-1.308,-0.6201,-0.7585,0.3995,-1.4356,1,0,0,0,315000
314,1,68,2010,56,2,68.4,0,2014,500,350,400,0.557389506,-1.5953,-1.1196,0.7785,0.5262,-1.0524,1,0,0,0,240000
316,1,74.7,2010,72.4,2,76.1,0,2014,735,605,605,0.790881795,-0.159,0.0459,0.7785,-0.6147,-0.0943,1,0,0,0,320000
317,1,79.6,2009,52,2,60.64,0,2013,465,460,515,0.488347977,1.1283,1.2808,-0.1988,-1.1128,-0.2875,1,0,0,0,160000
318,1,69.2,2008,77.4,2,76.72,1,2014,535,630,645,0.99966434,-2.3134,1.0449,0.1637,1.5404,0.0973,0,0,0,1,350000
319,0,85.6,2010,69.6,2,76.6,0,2014,535,535,400,0.744758354,-1.1644,-0.2871,-1.6807,0.3995,-1.6273,1,0,0,0,150000
320,1,73,2008,81,2,81,0,2012,335,535,495,0.563267824,1.592,0.8128,-0.344,-0.1727,-0.0506,1,0,0,0,300000
321,1,87.4,2009,84.8,2,74,0,2013,555,585,485,0.704090412,-1.1901,0.0328,-0.0537,0.6498,-0.643,1,0,0,0,320000
322,1,77,2008,85,2,78,1,2012,515,645,545,0.968237496,-0.5719,1.5538,-0.3803,0.2973,0.0284,1,0,0,0,625000
323,1,65.33,2005,56.2,2,67.82,0,2011,385,315,475,0.538386893,0.6646,0.6568,-0.1988,-1.1128,1.4502,1,0,0,0,205000
324,1,67,2007,67,2,52,1,2011,445,455,375,0.488347977,-0.2628,-0.5913,0.5269,0.6498,-0.4455,1,0,0,0,85000
325,0,78,2008,62,2,90,1,2013,490,570,450,0.23780284,1.4208,0.3789,0.9322,-1.3753,0.6721,1,0,0,0,135000
326,0,96.48,2009,82,2,76,1,2013,590,525,575,0.81941653,0.4155,-0.6201,-1.0659,-2.643,-1.4356,1,0,0,0,550000
327,1,77,2006,62,2,60.89,0,2014,605,520,530,0.670743151,-0.2628,0.6178,0.2729,0.1798,-0.6035,1,0,0,0,240000
328,1,84.83,2009,78.43,1,70.66,0,2014,570,540,655,0.952245573,0.7027,1.0449,1.547,-1.6289,-0.6692,1,0,0,0,785000
329,1,88,2005,72.6,2,58.86,0,2013,695,475,605,0.879915203,0.4155,0.5454,1.3933,-0.995,0.6721,1,0,0,0,200000
330,1,84,2008,82,2,77.5,0,2012,475,465,585,0.0587928,-1.1901,0.3448,-1.3599,0.17983,-0.169,1,0,0,0,200000
331,0,82.5,2008,72.4,2,64.8,0,2012,665,655,635,0.858826695,0.8192,0.6568,-0.344,-0.40777,0.5419,1,0,0,0,700000
332,1,91.8,2008,82.7,1,75.39,1,2013,580,640,720,0.971663491,-0.159,0.8784,0.3174,0.2727,0.4805,1,0,0,0,180000
333,1,55,2009,68,2,74.9,1,2013,440,560,545,0.793580615,0.5591,0.3789,1.3933,-1.2486,-1.0524,1,0,0,0,180000
334,0,93.4,2006,75,2,63.7,1,2010,655,615,615,0.884122512,-1.3447,-0.7473,-1.3599,0.5323,1.1343,1,0,0,0,300000
335,1,68.5,2009,73.2,2,69,0,2013,350,455,450,0.193768442,-3.606,-5.6151,-4.6009,-2.0092,-6.9925,1,0,0,0,120000
336,0,73.4,2010,74.45,2,80,0,2014,455,385,460,0.735795709,0.7027,0.7119,-0.1437,-0.4879,0.6721,1,0,0,0,190000
337,1,86,2009,76,2,73,1,2013,580,425,605,0.884122512,1.2772,0.5454,0.7785,-0.6147,-0.4776,1,0,0,0,420000
338,1,72.2,2007,54.4,2,72.59,0,2012,495,465,395,0.3423149,0.1788,-0.9033,-0.344,-0.01,-0.4455,1,0,0,0,150000
339,0,71.8,2009,64.8,2,62.11,1,2013,440,400,425,0.24545566,0.99,0.5454,0.4711,-0.6147,-1.6273,1,0,0,0,105000
340,1,77,2009,76.2,2,70.7,0,2013,545,530,605,0.622642916,-0.8772,-0.4536,-0.2974,0.0192,-1.6273,1,0,0,0,240000
341,0,70,2009,68.8,2,70.1,0,2013,360,640,560,0.911395278,0.2718,0.0459,0.9322,-0.3612,0.6721,1,0,0,0,120000
342,1,84.2,2007,78.8,2,78,0,2011,544,525,605,0.538386893,-0.2628,-0.1232,0.2366,-1.2303,-0.7615,1,0,0,0,440000
343,1,66.33,2008,61,2,72,0,2013,535,510,680,0.486747008,0.2718,0.5454,-1.527,0.2727,0.6721,1,0,0,0,300000
344,1,86,2010,79,2,83.01,0,2014,405,410,690,0.356536488,0.2718,1.5444,0.7785,-0.995,1.6302,1,0,0,0,315000
345,1,57,2005,50,2,61,0,2010,295,215,385,0.0587928,0.2009,0.5008,-1.0697,-0.5253,0.6603,1,0,0,0,110000
346,1,71.67,2006,66.6,2,75.34,0,2010,325,565,635,0.983749967,0.6646,0.3448,0.3817,-0.7603,-0.1295,1,0,0,0,510000
347,1,70.2,2009,67.4,2,66,0,2013,420,455,440,0.165633092,0.5591,0.7119,0.3174,0.3995,1.0554,1,0,0,0,120000
348,1,77.2,2009,65.2,2,66.7,0,2013,555,630,620,0.765673581,-1.4517,-0.4536,0.4711,-1.6289,0.4805,1,0,0,0,300000
349,0,90.27,2009,95.41,2,85,0,2013,380,580,445,0.694479328,-0.4463,-0.1206,0.6248,1.2869,1.0554,1,0,0,0,180000
350,1,67.67,2004,73.8,1,87.7,0,2010,455,615,725,0.910770164,-1.9629,-1.0593,-0.7794,-0.1727,-0.1295,1,0,0,0,340000
351,1,86,2010,71,2,70.82,0,2014,545,625,545,0.987207086,-1.1644,0.7119,0.4711,-0.4879,-0.8608,1,0,0,0,330000
352,1,53.4,2010,66,2,60.62,0,2014,300,520,330,0.744758354,-0.3027,0.2124,1.0859,1.1601,-0.4776,1,0,0,0,240000
353,0,76.16,2008,74,2,78.9,0,2013,560,530,235,0.622642916,0.4155,1.2114,0.7785,1.6672,0.2889,0,0,0,1,195000
355,1,65.71,2009,68.2,2,67.08,0,2013,510,415,665,0.124502074,-0.0154,-0.2871,-0.1437,1.1601,-0.2859,1,0,0,0,180000
356,1,79.5,2008,71.08,2,65.68,0,2012,395,535,515,0.356536488,-0.0154,0.5454,0.9322,1.2869,0.2889,1,0,0,0,210000
357,0,82,2008,86,2,81,0,2012,405,375,585,0.704090412,1.592,1.5928,1.2525,-1.1128,-0.6035,1,0,0,0,120000
358,0,77.2,2008,67.4,2,71.7,0,2012,425,445,415,0.538386893,-1.4992,0.6568,-0.1988,0.6498,-0.1295,1,0,0,0,390000
359,1,81.2,2010,69.6,2,74,1,2014,595,580,440,0.053160305,1.2772,0.7119,0.6248,0.1459,-1.0524,1,0,0,0,200000
360,1,80,2007,94.5,2,80,1,2010,385,435,385,0.376059587,-0.1082,-0.7473,-0.4891,-0.4078,-0.6035,1,0,0,0,350000
361,1,82.4,2006,81.4,2,70,0,2011,285,585,635,0.600057182,-1.3447,-0.7473,0.0914,1.0024,-0.2875,1,0,0,0,400000
362,1,66.4,2006,67.75,2,76,1,2013,535,480,260,0.622642916,1.2772,1.3779,0.4711,-1.8824,0.2889,0,0,0,1,145000
363,1,87.2,2010,71,2,85.5,1,2014,545,425,500,0.783303537,-0.5899,0.0459,0.1637,0.7798,-0.0943,1,0,0,0,500000
364,1,78,2010,87.1,2,65,1,2014,430,570,615,0.744758354,-1.308,-1.1196,0.4711,0.0192,0.6721,1,0,0,0,140000
366,1,80.4,2008,81.8,2,71.6,1,2012,645,635,665,0.864685413,0.2782,-0.4353,-0.7794,-0.4371,-0.9194,1,0,0,0,380000
367,0,87,2008,75,2,65,0,2012,435,565,575,0.765673581,-0.7264,-0.4353,-1.2511,1.58993,-0.9194,1,0,0,0,420000
368,1,88.4,2009,80.4,2,76.61,0,2013,500,510,680,0.985461394,0.7027,0.2124,-2.2954,-2.0092,-0.4776,1,0,0,0,355000
369,1,77,2008,70,2,78.39,0,2012,464,565,674,0.979521744,-1.6538,-0.6693,-0.2714,0.0623,-1.7093,1,0,0,0,535000
370,1,90.6,2007,82.8,2,81.1,1,2011,705,605,595,0.635978756,-0.881,0.3448,0.0914,0.0623,-0.2875,1,0,0,0,690000
371,0,89.2,2009,78.8,2,70.3,0,2013,485,355,495,0.884122512,-0.5719,0.0328,-0.1626,0.4148,-0.9194,1,0,0,0,300000
372,1,75.2,2008,75.2,2,61,0,2014,395,300,310,0.486747008,-0.8772,-1.7856,-0.7585,0.7798,-1.6273,1,0,0,0,200000
373,1,81.6,2007,72.2,2,65,0,2011,665,525,595,0.755375121,-3.3539,0.5008,-0.1988,0.8848,-0.9194,1,0,0,0,370000
374,1,80.8,2008,80.2,2,59.28,0,2011,465,605,425,0.864685413,0.0464,0.6568,0.5269,-0.6134,-0.9194,1,0,0,0,380000
375,0,86.5,2005,81,2,79,1,2010,554,495,575,0.376059587,0.3555,0.1888,0.0914,0.5323,0.8183,1,0,0,0,405000
376,1,77.16,2006,71,2,72.22,0,2011,685,545,525,0.974396113,-1.3447,0.8128,0.3817,-1.4653,0.8183,1,0,0,0,460000
377,1,78,2009,80.9,2,65,1,2013,465,485,330,0.868736585,0.4155,0.0459,-0.6048,-0.6147,0.4805,1,0,0,0,180000
378,1,72.33,2009,67,2,70.84,0,2013,535,470,620,0.953899775,-0.8772,-1.8855,-0.0319,2.4278,-0.8782,1,0,0,0,700000
379,1,64,2009,57,2,60.34,0,2017,430,460,485,0.377551419,1.1336,-0.2871,-0.2974,-0.7415,0.8637,1,0,0,0,120000
380,1,85.8,2010,70.1,2,64,0,2014,595,495,440,0.622642916,-0.5899,1.0449,-0.6048,-0.4879,0.0973,1,0,0,0,220000
381,1,88.2,2010,83.58,2,74.48,0,2014,395,395,330,0.45901584,0.5591,-1.9521,-0.1437,0.7798,-1.244,1,0,0,0,100000
382,0,79.89,2005,62.83,2,55.7,1,2009,465,274,385,0.165633092,-3.3539,-2.4633,-1.3599,0.1798,-3.4471,1,0,0,0,260000
383,1,75.4,2004,68.2,2,80,0,2010,555,535,655,0.916869961,1.2828,1.1248,-0.6343,-1.3478,1.1343,1,0,0,0,1110000
384,1,82,2008,69.4,2,71.8,0,2013,645,595,655,0.953899775,0.1282,0.5454,-1.3733,-1.2486,0.6721,1,0,0,0,320000
385,0,91.6,2010,86.5,2,80.2,1,2014,465,510,570,0.783303537,-0.159,1.2114,0.4711,-1.6289,0.0973,1,0,0,0,300000
386,1,76,2009,77.2,2,68.53,0,2013,475,470,560,0.450876584,0.99,0.3789,0.1637,-0.7415,-0.2859,1,0,0,0,310000
387,0,70,2008,61,2,70,0,2012,405,410,325,0.022313286,1.5644,0.7119,0.7785,0.3995,0.2889,1,0,0,0,250000
388,0,72.83,2009,79.4,1,78.34,0,2014,350,630,760,0.144789889,-0.0154,-0.2871,0.4711,-2.0092,-0.6692,1,0,0,0,340000
389,0,81,2009,66,2,80,0,2013,545,545,595,0.356536488,-0.7335,0.0459,-0.1437,-0.1076,0.4805,1,0,0,0,275000
390,0,88.33,2010,68,2,78,0,2014,580,570,560,0.356536488,1.2772,0.7119,-0.2974,-0.7415,0.4805,1,0,0,0,320000
391,1,78.88,2007,67.67,2,67.75,0,2011,465,525,405,0.525922584,1.4208,0.8784,0.4711,-0.4879,-0.8608,1,0,0,0,425000
393,0,95.2,2010,74.8,2,76.2,1,2014,640,605,665,0.953899775,-0.5899,-0.1206,-0.2974,-0.2344,-0.4776,1,0,0,0,370000
394,1,89.33,2005,80.4,1,66.49,1,2010,635,685,735,0.649389715,1.4208,1.2114,1.7007,-1.7556,0.2889,1,0,0,0,1200000
